Part Name,Part Library Name,Description,Vendor,Shape Code,Physical Class,Functional Class,L,W,T,Supply Type,Supply Kind,Tape Kind,Tape Width,Tape Pitch,Reel Size,Part Count,Supply Direction,Creation Date,Modification Date,Pickup Error Setting,Recog Error Stop,Polarity,Nozzle,Vacuum Sensor Pickup Check,Vacuum Sensor Mount Check,Pickup Gap,Mount Gap,Brightness Check,Dispense Option,Inspection Data,Pickup Offset Z,Eject Height,Offset Check for Dense Mounting,Tolerance: Part Size,Tolerance: Lead Width,Tolerance: Lead Pitch,Tolerance: Lead Coplanarity,Tolerance: Ball Diameter,Tolerance: Ball Pitch,Tolerance: Ball Coplanarity,L,W,Teach,Pickup Speed,Mount Speed,Pickup hold time,Mount hold time,Camera,Lighting,Recognition Speed,Recog Height,Scan Count,Recognize by Mount Angle,Automatic Height Measure(cushion end sensor),Auto Height Measure(Height Sensor),Height Measure Gap,3D Mount Gap,Pickup Offset X,Pickup Offset Y,Pickup Angle,Gang Pickup,Pickup Position Learning,Pickup Shift Tolerance,Pickup before Inspection,Mount Load (MP Head),Mount Motion (Down),Mount Motion (Up),2 Step Motion Height Offset (Down),Discard to,Thickness Measure,Thickness Upper Limit,Thickness Lower Limit,Thickness Measure Timing,Shadow Lamp Offset,Direct Lamp Offset,BGA Lamp Offset,PIP Lamp Offset,Advance Feeding,Pickup Position Auto Teach,Feeder Drive Speed,Action After Splice Detection,Advance Feed Count,Lift Speed,Pull Axis Speed,Try Position Recognition,Transfer,Transfer Load,Transfer Height,Sqeegee Gap,Transfer Time,Transfer Speed,Transfer Mode,Parts Empty Count,Pickup Error Count,Automatic Height Measure at splicing,Pickup Position Auto Teach (splicing),Rotation Check,Center Position Check,Surrounding Check,Brightness Check Count,Recog error count,Wait before Mount,Pickup Motion (Down),Pickup Motion (Up),MSD Level,NPI,Label,LCR,Mount Load (HS Head),Barcode,Dispense Option (SP)
CMI201212J470MT,RD_SMT1,,Demo Vendor 94,,Rectangular Chip,LED,2,1.1,1,E0804_S,Tape and Reel,Embossed,8,4,Small (180mm),1000,0,9/5/2021 13:28,10/13/2021 18:38,Parts Empty Stop,Set count,Yes,"230,0,0,0,0",Yes,Yes,0.4,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.07,-0.07,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
WTL3M40269SW,RD_SMT1,,Demo Vendor 95,,Leaded Component,LED,3.1,2.3,0.4,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),3000,0,9/5/2021 13:29,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.07,-0.07,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
VHF160808H2N2ST,RD_SMT1,,Demo Vendor 96,,Odd Shaped Component,LED,2.04,1.15,0.6,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),1000,0,9/5/2021 13:30,10/13/2021 18:39,Parts Empty Stop,Set count,Yes,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,, , ,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.07,-0.07,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
VHF160808H1N2ST,RD_SMT1,,Demo Vendor 97,,Odd Shaped Component,LED,2.03,1.24,0.6,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),1000,0,9/5/2021 13:30,10/13/2021 18:38,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,, , ,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.07,-0.07,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-06L8R20FT,RD_SMT1,,Demo Vendor 98,,Rectangular Chip,Fixed Resistor,3.2,1.6,0.55,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:53,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.12,-0.12,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-06K471JT,RD_SMT1,,Demo Vendor 99,,Rectangular Chip,Fixed Resistor,3.2,1.6,0.55,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:53,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.12,-0.12,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-06K224JT,RD_SMT1,,Demo Vendor 100,,Rectangular Chip,Fixed Resistor,3.2,1.6,0.55,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:53,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.12,-0.12,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-06K201JT,RD_SMT1,,Demo Vendor 101,,Rectangular Chip,Fixed Resistor,3.2,1.6,0.55,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:53,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.12,-0.12,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-06K153JT,RD_SMT1,,Demo Vendor 102,,Rectangular Chip,Fixed Resistor,3.2,1.6,0.55,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:53,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.12,-0.12,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-06K104JT,RD_SMT1,,Demo Vendor 103,,Rectangular Chip,Fixed Resistor,3.2,1.6,0.55,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:53,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.12,-0.12,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
1206B103K500NT,RD_SMT1,,Demo Vendor 104,,Rectangular Chip,Chip Inductor,3,1.5,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,9/16/2021 8:54,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.5,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,80,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0805CG101K250NT,RD_SMT1,,Demo Vendor 105,,Rectangular Chip,Capacitor,2,1.25,1.25,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:55,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,1001,0,0,0",Yes,Yes,0.3,0.5,,Off,Off,0,0,Off,,,,,,,,,,Done,80,80,Standard,2X,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0805B104K6R3NT,RD_SMT1,,Demo Vendor 106,,Rectangular Chip,Capacitor,2,1.25,1.25,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/16/2021 8:55,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,1001,0,0,0",Yes,Yes,0.3,0.5,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
BP5926D,RD_SMT1,,Demo Vendor 107,,Odd Shaped Component,SOP,4.6,6.37,1.3,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,9/16/2021 9:05,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"240,0,0,0,0",No,No,0.3,0.3,,Off,Off,0,0,Off,, , ,, , ,,,,Done,100,100,Standard,Standard,2D/3DAuto select,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
BP2876D,RD_SMT1,,Demo Vendor 108,,Leaded Component,SOP,5,6.2,1.75,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,9/16/2021 9:07,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"240,0,0,0,0",No,No,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,100,100,Standard,Standard,2D/3DAuto select,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,No,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-03K1004FT,RD_SMT1,,Demo Vendor 109,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/18/2021 18:15,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS-03K222JT,RD_SMT1,,Demo Vendor 110,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/18/2021 18:15,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
WR06X000 PTL,RD_SMT1,,Demo Vendor 111,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),5000,0,9/18/2021 18:15,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0,0,,Off,Off,0,0,Off,,,,,,,,,,Not Yet,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
06035C105KATN-1,RD_SMT1,,Demo Vendor 112,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/18/2021 18:16,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603B104K500CT,RD_SMT1,,Demo Vendor 113,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/18/2021 18:17,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603B102K500NT,RD_SMT1,,Demo Vendor 114,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/18/2021 18:17,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603B221K500NT,RD_SMT1,,Demo Vendor 115,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,P0804_L,Tape and Reel,Paper,8,4,Large (330mm),5000,0,9/18/2021 18:17,9/30/2021 8:48,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0603N150F500CT,RD_SMT1,,Demo Vendor 116,,Rectangular Chip,Fixed Resistor,1.6,0.8,0.6,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),5000,0,9/18/2021 18:17,9/18/2021 18:17,Parts Empty Stop,Set count,No,"230,0,0,0,0",Yes,Yes,0,0,,Off,Off,0,0,Off,,,,,,,,,,Not Yet,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0,0,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
0805X226M100CT,RD_SMT1,,Demo Vendor 117,,Rectangular Chip,Capacitor,2,1.25,1.25,E0804_S,Tape and Reel,Embossed,8,4,Small (180mm),5000,0,9/18/2021 18:18,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,1001,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
C1206X106K035TX,RD_SMT1,,Demo Vendor 118,,Rectangular Chip,Chip Inductor,3,1.5,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,9/18/2021 18:19,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
LQM21PN4R7NGRD,RD_SMT1,,Demo Vendor 119,,Rectangular Chip,Capacitor,2,1.25,1.25,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/18/2021 18:21,11/11/2021 4:15,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
LTST-C195TBJRKT,RD_SMT1,,Demo Vendor 120,,Odd Shaped Component,LED,2.03,2.04,1.08,E0804_S,Tape and Reel,Embossed,8,4,Small (180mm),1000,0,9/18/2021 18:27,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"235,0,0,0,0",Yes,Yes,0.3,0.6,,Off,Off,0,0,Off,, , ,, , ,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.07,-0.07,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
SSM3J338R-LF (SOT-23F),RD_SMT1,,Demo Vendor 121,,Leaded Component,SOT/Transistor,2.8,2.9,1.1,E0804_S,Tape and Reel,Embossed,8,4,Small (180mm),3000,0,9/18/2021 18:28,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"235,1001,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
TLV61225DCKR,RD_SMT1,,Demo Vendor 122,,Odd Shaped Component,SOP,2.83,2.21,1.1,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),3000,0,9/18/2021 18:45,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"235,230,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, ,0.229,, , ,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,90,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
C1206B100K102NT,RD_SMT1,,Demo Vendor 123,,Rectangular Chip,Chip Inductor,3,1.5,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,9/21/2021 15:45,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
RS05K102JT,RD_SMT1,1K/0.125W/5%/0805,Demo Vendor 124,,Rectangular Chip,Fixed Resistor,2,1.25,0.5,P0804_S,Tape and Reel,Paper,8,4,Small (180mm),5000,0,9/21/2021 15:45,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0,0.3,,Off,Off,0,0,Off,,,,,,,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.2,-0.2,First pickup,0,0,0,0,No,Yes,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
C1206X100K102NT,RD_SMT1,,Demo Vendor 125,,Odd Shaped Component,Chip Inductor,3.45,2.02,1.5,E0804_L,Tape and Reel,Embossed,8,4,Large (330mm),4000,0,9/21/2021 16:01,9/30/2021 8:48,Parts Empty Stop,Set count,No,"235,0,0,0,0",Yes,Yes,0.3,0.3,,Off,Off,0,0,Off,, , ,, , ,,,,Done,100,100,Standard,Standard,2D Camera,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.3,-0.3,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
SGL8022S/SG8T040PB-018,RD_SMT1,,Demo Vendor 126,,Leaded Component,SOP,5,6,1.3,E1208_S,Tape and Reel,Embossed,12,8,Small (180mm),3000,0,9/23/2021 13:35,9/30/2021 8:48,Parts Empty Stop,Set count,Yes,"240,0,0,0,0",No,No,0.3,0.3,,Off,Off,0,0,Off,, , ,,,,,,,Done,100,100,Standard,Standard,2D/3DAuto select,Direct Lighting,Auto,0,Auto,No,No,No,0,0,0,0,0,Allow,Yes,0,Yes,2.5,1 step,1 step,0,Dust Box,No,0.22,-0.22,First pickup,0,0,0,0,No,No,Standard(Fast),Advance Feed,0,,,,No,2.5,0,0,150,100,Transfer -> Recognition,Use machine setting,Stop Immediately,No,No,,,No,0,3,0,1 step,1 step,0,,,No,Standard,No,Off
